word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
alter,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The alter is important.,alter(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The alter is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The alter is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
combine,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The combine is important.,combine(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The combine is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The combine is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
compete,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The compete is important.,compete(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The compete is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The compete is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
complete,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The complete is important.,complete(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The complete is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The complete is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
advance,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The advance is important.,advance(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The advance is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The advance is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
imply,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The imply is important.,imply(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The imply is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The imply is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
guarantee,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The guarantee is important.,guarantee(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The guarantee is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The guarantee is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
chief,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The chief is important.,chief(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The chief is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The chief is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
thrive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The thrive is important.,thrive(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The thrive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The thrive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
gain,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The gain is important.,gain(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The gain is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The gain is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
overlook,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The overlook is important.,overlook(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The overlook is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The overlook is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
disappear,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The disappear is important.,disappear(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The disappear is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The disappear is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
initial,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The initial is important.,initial(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The initial is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The initial is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
domestic,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The domestic is important.,domestic(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The domestic is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The domestic is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
magazine,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The magazine is important.,magazine(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The magazine is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The magazine is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
article,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The article is important.,article(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The article is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The article is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
press,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The press is important.,press(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The press is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The press is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
advertise,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The advertise is important.,advertise(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The advertise is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The advertise is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
recent,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The recent is important.,recent(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The recent is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The recent is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
diverse,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The diverse is important.,diverse(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The diverse is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The diverse is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
